Index,ID,Name,Brand,Colours,Price($),Gender,Currency,Date
159,AVpfDiWrLJeJML431Y4U,Jordan Air Incline Mens Basketball Shoes,Jordan,White,129.99,Men's,USD,2016-10-31
160,AVpe-7fHilAPnD_xSWVQ,"Justin Original Workboots Size 8 Steel Toe Work Boots, Men's, Brown, Ee, Wk4921",JUSTIN ORIGINAL WORKBOOTS,Brown,129.99,Men's,USD,2017-01-11
161,AVpfKUKUilAPnD_xWP_H,Cole Haan Great Jones Wingtip Mens Brogue Oxford Dress Shoes,Cole Haan,Chambray Blue,129.99,Men's,USD,2017-01-11
162,AVpftKqVLJeJML43CN8u,Flaxby Suede Boot,Ralph Lauren,Dark Snuff,129.99,Men's,USD,2016-02-21
163,AVpfzpNwLJeJML43EF0U,Justin Boots Work Boots Mens Stampede Rugged Waterproof Western Tan Wk4675,Justin Boots,Tan,129.95,Men's,USD,2016-03-31
164,AVpfrCnzLJeJML43BmAr,Justin Boots Work Boots Mens Worker Ii Trapper Steel Toe Brown Wk4921,Justin Boots,Brown,129.95,Men's,USD,2016-03-31
165,AVpfn20D1cnluZ0-oMlt,Asics Gel Quantum 360 Running Men's Shoes Size,ASICS,LightningBlackElectric Blue,129.9,Men's,USD,2017-01-11
166,AVpf0jrBilAPnD_xi5DF,Easy Usa M8818 Men Slide Sport Sandals - 36 Pairs,Easy USA,Multicolor,129.59,Men's,USD,2016-11-05
167,AVpfANzz1cnluZ0-bwV3,Polo Ralph Lauren Dennison Lace-up Boot Leather Shoe - Mens,Polo Ralph Lauren,BlkBlk,128.0,Men's,USD,2017-01-09
168,AVpe9BKuLJeJML43zGHb,Ugg Australia Bailey Bow Youth Us 13 Black Winter Boot,Ugg Australia,Black,127.99,Men's,USD,2016-10-04
169,AVpfUJRGilAPnD_xZc5I,New Balance Mx875  2e Round Toe Leather  Sneakers,New Balance,Black,127.98,Men's,USD,2016-11-11
170,AVpfMuD-LJeJML434e3c,Woolrich Lane Men Us 11 Brown Chukka Boot,Woolrich,Camel,126.99,Men's,USD,2015-07-15
171,AVpfujceLJeJML43Co4O,Muck Fieldblazer Ii Boot Realtree Xtra Men's Size 10 Fb2rtx-010,Muck Boot Team J,Brown Realtree Xtra,126.22,Men's,USD,2017-01-11
172,AVpfDwhmilAPnD_xUBse,Nike Air Max Lebron Zoom Soldier Vii   Round Toe Synthetic  Basketball Shoe,Nike,Pink,125.0,Men's,USD,2017-01-24
173,AVpfChuPilAPnD_xTngc,Dr. Martens Men Resistor Steel Toe Boots 12 Uk / 13 Us M Us,Dr. Martens,Black,125.0,Men's,USD,2017-01-18
174,AVpgCmRcilAPnD_xmeMM,"Under Armour  Ua Valsetz Rts Side Zip Boot, Tactical, Black",Under Armour,Black,124.99,Men's,USD,2017-01-11
175,AVpfyOEQilAPnD_xiOYj,Iron Age Men Compound Waterproof Shaft Boots,IRON AGE,Brown,124.99,Men's,USD,2017-01-25
176,AVpfjQDYilAPnD_xdy8S,Justin Boots Work Boots Mens Western Lace Up J-flex Ultrathotic Insert 472,Justin Boots,Dark Mountain,124.99,Men's,USD,2016-03-31
177,AVpfFYMsLJeJML432CTr,Justin Boots Work Boot Men Stampede Rugged Composite Toe Tan Orange Wk4812,Justin Boots,Tan Orange,124.95,Men's,USD,2016-03-31
178,AVpfalq1ilAPnD_xbYc4,Justin Boots Work Boots Mens Stampede Square Toe Western Copper White Wk4684,Justin Boots,Copper Titanium White,124.95,Men's,USD,2016-03-31
179,AVpfLSfNilAPnD_xWkZy,"Justin Original Workboots Size 6 Steel Toe Work Boots, Men's, Brown, Ee, Wk4688",JUSTIN ORIGINAL WORKBOOTS,Brown,124.95,Men's,USD,2017-01-11
180,AVpf9cQWLJeJML43GnJi,"Justin Original Workboots Size 6 Steel Toe Work Boots, Women's, Brown, B, Wkl4682",JUSTIN ORIGINAL WORKBOOTS,Brown,124.95,Men's,USD,2017-01-11
181,AVpfFVg-1cnluZ0-di18,Lacoste Mens Mokara 416 Sneakers In Dark Grey,Lacoste,Dark Grey,124.95,Men's,USD,2017-01-06
182,AVpffmS-ilAPnD_xcufN,Justin Boots Work Boots Mens Stampede Composite Toe Western Black Tan Wk4818,Justin Boots,Black Vintage Tan,124.95,Men's,USD,2016-03-31
183,AVpf3xg61cnluZ0-syCQ,Polo Ralph Lauren Willingcott Boot Men's Shoes Size,Polo Ralph Lauren,Black,124.0,Men's,USD,2017-01-11
184,AVpe6W4_LJeJML43yIJH,Blackhawk Warrior Desert Ops Boot Desert Tan 9.5-med 83bt02de-95m,BLACKHAWK!,DESERT TAN,123.75,Men's,USD,2015-11-02
185,AVpfksIXilAPnD_xePq5,Nike Air Max Motion Running Men's Shoes Size,Nike,WhiteUniversity BluePure Platinum,122.51,Men's,USD,2017-01-08
186,AVpfeIH61cnluZ0-lTTL,Nike Lebron Xi Low Gradeschool Kid's Shoes Size,Nike,VoltPhoto BlueHyper Pink,121.5,Men's,USD,2015-04-20
187,AVpfWpuZilAPnD_xaP7a,Hmk Men Boot Liner Intuition,HMK,Black,121.49,Men's,USD,2017-01-11
188,AVpfs_Oo1cnluZ0-ptWQ,Dr. Martens Work Dr. Martens Unisex 1490 10 Eyelets Casual Boot Shoe - Womens,Dr. Martens Work,Red,120.0,Men's,USD,2016-03-15
189,AVpf0Zi1LJeJML43ETyR,Dr. Martens Unisex Adult Gryphon Strap Sandals,Dr. Martens,White,120.0,Men's,USD,2017-01-18
190,AVpfxS-4LJeJML43Dai0,$300 Timberland Boot Company Wodehouse Chelsea Boots Grey Size: 7,Timberland Boot Company,Brown,120.0,Men's,USD,2016-04-24
191,AVpfXFwWilAPnD_xaYOq,"Puma Safety Size 11 Composite Toe Work Boots, Men's, Wheat, W, 633185",PUMA SAFETY SHOES,Wheat,120.0,Men's,USD,2017-01-11
192,AVpfK6xF1cnluZ0-fabC,Reebok Court Victory Pump Men's Shoes Size,Reebok,BlueYellowNavy,120.0,Men's,USD,2017-01-11
193,AVpfnLHX1cnluZ0-n_im,Ugg Australia Men Catton Boat Shoes,Ugg Australia,Imperial,119.99,Men's,USD,2016-10-04
194,AVpgAnSmilAPnD_xl8-B,El Naturalista Mens N654 Iroko High Top Sneaker Shoes,El Naturalista,Brown,119.99,Men's,USD,2017-01-11
195,AVpe8j06LJeJML43y7Pu,"Lacrosse Iceman 10 Men  Round Toe Leather  Work Boot""",LaCrosse,Black Full-Grain Leather,119.99,Men's,USD,2015-11-16
196,AVpfnra81cnluZ0-oJJQ,New Balance Cm1500 Men  Round Toe Synthetic  Running Shoe,New Balance,Blue,119.99,Men's,USD,2016-10-31
197,AVpfReJ61cnluZ0-hkjk,Mens Nike Ctr360 Maestri Iii Fg Soccer Cleats Football Boots Shoes 525166 173,Nike,White,119.99,Men's,USD,2015-11-14
198,AVpfZGtdilAPnD_xa-j8,Dr. Martens Air Wair 2976   Round Toe Leather  Boot,Dr. Martens Air Wair,Red,119.99,Men's,USD,2016-11-11
199,AVpfQNT71cnluZ0-hKFm,Nike Air Max 95 No-sew Men  Round Toe Synthetic Gray Running Shoe,Nike,GreyRed,119.99,Men's,USD,2016-11-06
200,AVpfzdtNLJeJML43ECa3,Lacoste Mens Misano Evo 316 Sneakers In Black,Lacoste,Black,119.95,Men's,USD,2017-01-09
201,AVpfA1hxilAPnD_xTBMR,Lacoste Mens Dreyfus Classic Ntl Boat Shoes In Dark Blue/tan,Lacoste,Dark BlueTan,119.95,Men's,USD,2017-01-11
202,AVpfobD7ilAPnD_xfYFZ,Caterpillar Men Founder Boot,Caterpillar,Bronze,119.95,Men's,USD,2017-01-16
203,AVpf0cTyilAPnD_xi26P,Lacoste Mens Taloire Sport 116 Sneakers In Grey,Lacoste,Grey,119.95,Men's,USD,2017-01-09
204,AVpfoRguilAPnD_xfVWv,Nike Magistax Proximo Street Dark Obsidian Sz 7 (718360-004) Indoor Soccer Shoes,Nike,Dark Obsidian,116.99,Men's,USD,2016-02-27
205,AVpfmuxUilAPnD_xe3ZZ,Eastland Men Brooklyn Ankle Boots,Eastland,Black,115.0,Men's,USD,2017-01-25
206,AVpfcPG91cnluZ0-k0FZ,"Puma Safety Shoes 640425 10 Shoes,composite Toe,leather,black,10,pr",PUMA SAFETY SHOES,Black,115.0,Men's,USD,2017-01-09
207,AVpe-fMYilAPnD_xSMeF,"Puma Safety Shoes 640425 12 Shoes,composite Toe,leather,black,12,pr",PUMA SAFETY SHOES,Black,115.0,Men's,USD,2017-01-11
208,AVpe31xU1cnluZ0-YrWS,"Puma Safety Shoes 640425 08 Shoes,composite Toe,leather,black,8,pr",PUMA SAFETY SHOES,Black,115.0,Men's,USD,2017-01-11
209,AVpe5cAKLJeJML43xyHM,Justin Boots Work Boots Mens Stampede Square Toe Western Brown Green Wk4687,Justin Boots,Brown Hunter Green,114.95,Men's,USD,2016-03-31
210,AVpfIva4LJeJML433KpJ,Hoka One One Men's Cliffton Men's Black/grey/neon Ankle-high Synthetic Running Shoe - 7.5m,Hoka One One,BlackGreyNeon,114.27,Men's,USD,2017-01-11
211,AVpfa9kbLJeJML4387u-,Nike Air Max 2014   Round Toe Synthetic  Running Shoe,Nike,Multicolor,113.99,Men's,USD,2016-11-09
212,AVpfFHcp1cnluZ0-dd2T,"Svs 614712 Insulated Steel Toe Boots, Poly Rubber - Size 12",Svs,Multicolor,112.38,Men's,USD,2017-01-11
213,AVpe6nBz1cnluZ0-ZvnN,Caterpillar Men Active Alaska Work Boots,Caterpillar,Honey,112.0,Men's,USD,2017-01-20
214,AVpff8Os1cnluZ0-l0hi,Ralph Lauren Westscott Men  Open Toe Canvas Tan Slides Sandal,Ralph Lauren,Beige,111.98,Men's,USD,2017-01-11
215,AVpgAxu41cnluZ0-vAv1,New Nike Air Jordan Flight Remix Men's Basketball Shoes Size Us 9,Nike,Blue,110.47,Men's,USD,2016-04-11
216,AVpflhHBLJeJML43_861,Nike Jordan Flight 23 Basketball Men's Shoes Size,Nike,BlackCool RedCool GreyWhite,110.01,Men's,USD,2017-01-09
217,AVpe7VbSLJeJML43yfLt,Kenetrek Men's Duck Shoe Waterproof Slip-on 10 Ke-0625-1-10,Kenetrek,Multicolor,110.0,Men's,USD,2016-11-05
218,AVpfDxZAilAPnD_xUB-9,The North Face Chilkat Ii Boot Men's Lace Up Snow Boots,North Face,Mulch BrownBark Red,109.99,Men's,USD,2017-01-11
219,AVpfw2Km1cnluZ0-q0_e,Carhartt 8 Force W Composite Toe Leather Work Boot,Carhartt,Brown,109.99,Men's,USD,2016-03-21
220,AVpfHMHLilAPnD_xVNBH,Laredo 68065 Men Us 7.5 Brown Western Boot,Laredo,Brown,109.99,Men's,USD,2016-05-11
221,AVpfV7RtLJeJML437d5t,New Balance Mw1569  B Round Toe Leather  Walking Shoe,New Balance,BrownOrange,109.99,Men's,USD,2016-10-05
222,AVpfRUEcLJeJML435_FT,Cole Haan Kilgore 2 Men's Plain Toe Oxford Dress Shoes,Cole Haan,Black,109.99,Men's,USD,2017-01-11
223,AVpfdMoV1cnluZ0-lD-F,Pajar Evan Men's Waterproof Leather Snow Boots,Pajar,Dark Brown,109.99,Men's,USD,2017-01-09
224,AVpfinzfilAPnD_xdmdK,Cole Haan Caldwell Men's Derby Toe Oxford Dress Shoes Tuxedo Tux Patent Leather,Cole Haan,Black,109.99,Men's,USD,2017-01-11
225,AVpfOCoYLJeJML4346ZH,Nike Paul Rodriguez Renew Skate Shoe - Men's Game Royal/white/tour Yellow/black,Nike,White,109.99,Men's,USD,2017-01-11
226,AVpfFN8xilAPnD_xUiiI,"Tingley Mb816b Mining Boots, Steel Toe, Rubber, 16in, 9, Pr",Tingley,Black,109.95,Men's,USD,2017-01-11
227,AVpfSgY9ilAPnD_xY6ig,"Men's Ecco, Irving Quick Fastener Fisherman Sandal",ECCO,Black,109.95,Men's,USD,2017-01-11
228,AVpfQseM1cnluZ0-hUbu,Nike Flyknit Lunar 2+ Running Men's Shoes Size,Nike,BlackWhiteDark GreyPure Platinum,109.23,Men's,USD,2017-01-06
229,AVpfxT2kLJeJML43DazZ,Cole Haan Men's Bryce Zip Boot Partridge Ankle-high Leather Boot - 8m,Cole Haan,Partridge,107.15,Men's,USD,2017-01-18
230,AVpfkhxU1cnluZ0-nL3a,Cole Haan Men's Bryce Lace Boot Black Ankle-high Leather Boot - 11m,Cole Haan,Black,106.74,Men's,USD,2017-01-11
231,AVpfRoqOilAPnD_xYpKc,Keen Uneek Stripes Men  Round Toe Synthetic  Fisherman Sandal,Keen,Multicolor,105.98,Men's,USD,2016-11-11
232,AVpfgzeIilAPnD_xdE8q,Nike Flyknit Lunar 2 Running Men's Shoes Size,Nike,Blue,105.65,Men's,USD,2017-01-08
233,AVpfFvqFLJeJML432KUp,New Balance M990  2e Round Toe Suede  Running Shoe,New Balance,Black,104.99,Men's,USD,2016-11-05
234,AVpfNgs71cnluZ0-gQ-d,Keuka Suregrip Mens Thurman Black Slip Resistant Work Boots,Keuka SureGrip,Black,104.98,Men's,USD,2017-01-11
235,AVpfqAUwilAPnD_xf04D,Lacoste Mens Misano 36 Sneakers In Off White,Lacoste,Off-White,104.96,Men's,USD,2017-01-11
236,AVpfhCkFilAPnD_xdJQv,Justin Boots Work Boots Mens Premium Lace Up Soft Round Toe Tan Wk905,Justin Boots,Tan,104.95,Men's,USD,2016-03-14
237,AVpe-NfpLJeJML43zhzN,Justin Boots Work Boots Mens Premium Light Duty Round Toe Western Tan Wk4905,Justin Boots,Tan,104.95,Men's,USD,2016-03-14
238,AVpfEFJ2ilAPnD_xUJBV,"Wolverine Worldwide - Brek Waterproof Boots, Medium Width, Brown Leather, Men's Size 10.5",Wolverine Worldwide,Multicolor,104.85,Men's,USD,2016-11-05
239,AVpfsDspLJeJML43B5YM,Jordan Flight 23 Mens Fashion Basketball Shoes Style: 317820-118,Jordan,White,102.43,Men's,USD,2017-01-24
240,AVpfEBWS1cnluZ0-dFP1,$450 Polo Ralph Lauren Aaric Rugged Suede Plaid Moccasins Leather Usa Shoes 9.5,Ralph Lauren,Brown,102.41,Men's,USD,2016-08-10
241,AVpfUVb3ilAPnD_xZg6X,Puma Trinomic R698 X Icny Men  Round Toe Canvas  Running Shoe,PUMA,Yellow,101.99,Men's,USD,2016-10-04
242,AVpe7Oz_LJeJML43ycuq,Laredo Laramie Men  Pointed Toe Leather Tan Western Boot,Laredo,Beige,101.98,Men's,USD,2016-11-11
243,AVpfPn8uilAPnD_xX_Or,Ferrini Western Boots Mens Stitching Square Toe Chocolate 12293-09,Ferrini,Chocolate,101.82,Men's,USD,2017-01-11
244,AVpfwINX1cnluZ0-qnw9,Ferrini Western Boot Men Leather Cowboy Heel Pull Straps Cafe 12271-03,Ferrini,Cafe,100.49,Men's,USD,2017-01-11
245,AVpfTvJFilAPnD_xZUFK,Nike Men's Zoom Soldier Viii Prm Basketball Shoe,Nike,Crt Purple,100.05,Men's,USD,2017-01-11
246,AVpfiISaLJeJML43-6H6,Nike Free 3.0 Flyknit Running Men's Shoes Size,Nike,WhiteBlackPure PlatinumWolf Grey,100.05,Men's,USD,2017-01-06
247,AVpfg1CgilAPnD_xdFYf,Nike Jordan True Flight Prem Basketball Men's Shoes Size,Nike,WhiteDark ConcordBlackWolf Grey,100.05,Men's,USD,2017-01-11
248,AVpe9ggzilAPnD_xR14F,Ralph Lauren Whitsand Men's Shoes Size,Ralph Lauren,Black,100.0,Men's,USD,2017-01-11
249,AVpfQy9milAPnD_xYX6m,Nike Jordan Flight Flex Trainer Men's Shoes Size,Jordan,BlackGym RedAnthracitDark Grey,100.0,Men's,USD,2017-01-11
250,AVpfBxngilAPnD_xTWwq,Dickies Chaser St Men's Boots,Dickies,Brown,99.99,Men's,USD,2017-01-16
251,AVpfb58n1cnluZ0-kul0,Norfolk Camo Sneaker,Ralph Lauren,Green,99.99,Men's,USD,2016-02-25
252,AVpfmXIOilAPnD_xewHu,Kenneth Cole Ny Reel It In Men  Open Toe Leather  Slides Sandal,Kenneth Cole NY,Brown,99.99,Men's,USD,2016-11-05
253,AVpfNyPUilAPnD_xXYo9,Lacoste Alisos Men's Casual Fashion Dress Sneakers Shoes,Lacoste,NavyLeatherSuede,99.99,Men's,USD,2016-11-06
254,AVpfJbedLJeJML433Zds,Original Swat 1012 Winx2 Tactical Boot W/ Side Zipper,Original SWAT,Black,99.99,Men's,USD,2017-01-11
255,AVpfV2wEilAPnD_xZ_4H,Pajar Canada Men's Bane Waterproof Cold Weather Snow Boots,Pajar,BlackDark Grey,99.99,Men's,USD,2017-01-11
256,AVpe-Q1qilAPnD_xSHTP,Nike Lunar Hyperrev Low Ext Men's Basketball Shoes Drk Loden,Nike,white-allgtr,99.99,Men's,USD,2017-01-11
257,AVpfDZ_pilAPnD_xT53q,New Balance Men's Running Course M Bright Green/black/white Low Top Mesh Running Shoe - 12.5m,New Balance,Bright GreenBlackWhite,99.98,Men's,USD,2016-11-11
258,AVpfScFsLJeJML436VoO,Birkenstock Arizona Adjustable Strap Cork Slide Sandal Shoe - Womens,Birkenstock,White,99.95,Men's,USD,2017-01-11
259,AVpe3_mlLJeJML43xODn,Caterpillar Men Shelk Casual Walking Sneakers,Caterpillar,Black,99.95,Men's,USD,2017-01-25
260,AVpff8ErLJeJML43-R8K,Reebok Kamikaze Ii Mid Basketball Men's Shoes Size,Reebok,BlackGrey,99.95,Men's,USD,2017-01-24
261,AVpfslhv1cnluZ0-pl8I,Reebok Ventilator Adapt Graphic Men's Shoes Size,Reebok,BlackSharkFlat GreyWhite,99.95,Men's,USD,2017-01-24
262,AVpfWCrg1cnluZ0-jCzV,Nike Mens Yeezy Inspired Flystepper 2k3 Txt Sneakers Dark Grey,Nike,Grey,98.99,Men's,USD,2017-01-11
263,AVpfje1v1cnluZ0-m24_,Guess Men 'mgvalez' Dress Shoe Shoe,GUESS,Dark Brown,97.99,Men's,USD,2015-11-03
264,AVpfriVH1cnluZ0-pSVH,"Muck Boots Ztkh-000m/4 Boots,rubber,16 In.,black,4,pr",MUCK BOOTS,Black,97.94,Men's,USD,2017-01-11
265,AVpfPy3q1cnluZ0-hBON,Nike Shox Current Premium Running Men's Shoes Size,Nike,WhiteBlackGum Light Brown,97.24,Men's,USD,2017-01-24
266,AVpfV8wUilAPnD_xaBxH,Kenneth Cole Ny Smash Bash Men  Round Toe Leather  Ankle Boot,Kenneth Cole NY,Brown,96.98,Men's,USD,2016-11-09
267,AVpfIUFwilAPnD_xVlHU,Puma Evospeed Mid Bmw 1.2 Men  Round Toe Synthetic Blue Sneakers,PUMA,Bmw Team Blue-White,96.98,Men's,USD,2016-11-09
268,AVpfPtX3LJeJML435dZv,Puma Men's Mcq Tech Runner Lo Low Top Fabric Tennis Shoe,PUMA,WhiteGlacier GrayFlame Scarlet,96.92,Men's,USD,2017-01-08
269,AVpfzNVGilAPnD_xigHQ,Nike Air Jordan Spike Forty Men's Fashion Sneakers,Jordan,Red,96.87,Men's,USD,2016-11-05
270,AVpfUMAR1cnluZ0-icwy,Nike Free Sb   Round Toe Suede  Sneakers,Nike,Blue,95.99,Men's,USD,2016-10-04
271,AVpft_9QLJeJML43CeCf,New Balance M840   Round Toe Synthetic  Running Shoe,New Balance,Blue,95.99,Men's,USD,2016-11-05
272,AVpfV_GN1cnluZ0-jBk4,Puma Bmw Ms Chrono Lo Men  Round Toe Leather  Sneakers,PUMA,White,95.98,Men's,USD,2016-11-11
273,AVpe46pY1cnluZ0-ZG2O,Under Armour Micro G Clutchfit Drive Basketball Men's Shoes Size,Under Armour,BlackMetallic SilverWhite,95.96,Men's,USD,2017-01-11
274,AVpfdA9HLJeJML439epK,Onitsuka Tiger By Asics Colorado Eighty-five Men  Gray Athletic Sneakers,Onitsuka Tiger,White,95.28,Men's,USD,2017-01-11
275,AVpgCLevilAPnD_xmXiQ,"Air Max Penny 1 game Royal"" Mens Sneakers 685153-001""",Nike,BlackWhiteGm RylMtllc Slvr,95.0,Men's,USD,2016-05-11
276,AVpfmSR71cnluZ0-nuE5,"Puma Safety Shoes 642865 Athltc Style Wrk Shoes, 6-1/2w, Gry/pnk, Pr",PUMA SAFETY SHOES,GrayPink,95.0,Men's,USD,2017-01-11
277,AVpe7K9vLJeJML43ybUh,Mephisto Allrounder Men 'rover' Sandal Shoes,Mephisto,Dark Brown Waxy,94.99,Men's,USD,2015-11-12
278,AVpfjgnP1cnluZ0-m3dg,New Balance Geneva  2e Round Toe Synthetic  Running Shoe,New Balance,Black,94.98,Men's,USD,2016-11-11
279,AVpfW7GV1cnluZ0-jUOt,Keuka Suregrip Mens Engineer Black Slip Resistant Work Boots,Keuka SureGrip,Black,94.98,Men's,USD,2017-01-11
280,AVpfJebOilAPnD_xV-Q6,Nike Size 10 M Air Visi Black Grey Athletic Sneakers New Mens Shoes,Nike,Black,94.5,Men's,USD,2016-04-11
281,AVpfBCgXLJeJML430hod,Nike Jordan Sc-3 Basketball Men's Shoes Size,Nike,WhiteDark Powder Blue,94.43,Men's,USD,2017-01-11
282,AVpfWYJUilAPnD_xaKaf,Nike Zoom Hyperdisruptor Basketball Shoes,Nike,Silver ,94.43,Men's,USD,2017-01-08
283,AVpffj7oilAPnD_xctzT,Nike Air Max 1 Hyp Qs Running Men's Shoes Size,Nike,Metallic SilverDeep RedSail,94.4,Men's,USD,2017-01-08
284,AVpfpNyCLJeJML43BDip,"Nike Air Max Plus tuned 1"" 604133-098 Grey Black Silver Running Shoes Size 11""",nike,Gray,94.05,Men's,USD,2016-04-01
285,AVpfWsuAilAPnD_xaQ0E,Laredo Salt Lick Men  Square Toe Leather Orange Western Boot,Laredo,Orange,93.98,Men's,USD,2016-11-11
286,AVpfE-wfLJeJML4315O5,Keen Alman Fisherman   Open Toe Leather  Gladiator Sandal,Keen,Chestnut,93.97,Men's,USD,2015-07-18
287,AVpfURG31cnluZ0-iebP,New Balance 880 Running Men's Shoes Size 10,New Balance,LimeYellow,92.0,Men's,USD,2017-01-16
288,AVpfKWsH1cnluZ0-fOyp,New Balance 880 Running Men's Shoes Size,New Balance,SilverRedYellow,92.0,Men's,USD,2016-11-11
289,AVpfASrI1cnluZ0-byBW,Nike Sb Eric Koston 2 Max Men  Round Toe Synthetic Pink Skate Shoe,Nike,Pink,91.99,Men's,USD,2016-11-15
290,AVpfQSOFilAPnD_xYNIo,Nike Men's Air Odyssey Ltr Running Shoe,Nike,Blue,91.99,Men's,USD,2016-11-06
291,AVpe6lN_LJeJML43yNiC,New Balance M53   Round Toe Synthetic  Sneakers,New Balance,White,91.98,Men's,USD,2016-11-11
292,AVpfRCSR1cnluZ0-hbgx,New Balance Men's Vazee Pace  Running Shoe,New Balance,Gray,91.98,Men's,USD,2016-11-09
293,AVpe9kpfilAPnD_xR3Vg,Mizuno Wave Elixir 8   Round Toe Synthetic  Running Shoe,Mizuno,Orange,91.98,Men's,USD,2016-11-10
294,AVpfH7TB1cnluZ0-eaYz,Nike Shox Current Running Men's Shoes Size,Nike,BlackWhiteDark Grey,91.62,Men's,USD,2017-01-24
295,AVpe6I9q1cnluZ0-ZkZO,Nike Lunarglide 6 Flash Running Men's Shoes Size,Nike,Action RedBlackReflect Silver,91.62,Men's,USD,2017-01-09
296,AVpfJKG2ilAPnD_xV3hQ,361 Degree Chromoso Running Men's Shoes Size,361 Degrees,GreySilver,90.0,Men's,USD,2017-01-08
297,AVpfdhofLJeJML439mwE,"Puma Safety Shoes 642885 Work Shoe, Stl, 9.5, Blk, Pr 1",PUMA SAFETY SHOES,BlackPurple,90.0,Men's,USD,2017-01-11
298,AVpfurLCLJeJML43CrMN,"Puma Safety Shoes 642825 Work Shoe, Stl, 6.5 Blk, Pr1",PUMA SAFETY SHOES,BlackBlue,90.0,Men's,USD,2017-01-11
299,AVpfU1ZtilAPnD_xZq62,El Naturalista Mens N315 Arrecife Sandal Shoes,El Naturalista,Brown,89.99,Men's,USD,2017-01-11
300,AVpfGfbXilAPnD_xU-IW,Nike Flyknit Lunar3 Men's Running Sneakers 13 (new),Nike,Blue,89.99,Men's,USD,2016-02-27
301,AVpfHFPKilAPnD_xVKvI,Puma Powertech Voltaic Sl Running Men's Shoes Size,PUMA,BlackTurbulencePuma Silver,89.99,Men's,USD,2016-11-11
302,AVpfqDmv1cnluZ0-o1q7,Frye Gates Slip On Men  Round Toe Leather  Sneakers,Frye,Brown,89.99,Men's,USD,2017-01-25
303,AVpfK_OlilAPnD_xWd3r,Nike Flyknit Lunar3 Men's Running Sneakers 12 (new),Nike,Blue,89.99,Men's,USD,2016-02-27
304,AVpfYAz71cnluZ0-jpHF,Nike Men's Trainerendor Training Shoes,Nike,team Red-white,89.99,Men's,USD,2017-01-11
305,AVpe4p2o1cnluZ0-ZAdF,Andrew Marc Mens Dorchester Brig Suede Moc Toe Casual Shoes,Andrew Marc,Deep Natural,89.99,Men's,USD,2017-01-25
306,AVpftnbailAPnD_xg5HI,Hush Puppies Men's Body Shoe Judah Brown Casual Shoe,Hush Puppies,Brown,89.99,Men's,USD,2016-03-31
307,AVpfKjutilAPnD_xWU_6,Original Swat 1232 Black Tactical Boot With Side Zipper and Air Sole,Original SWAT,Black,89.99,Men's,USD,2017-01-11
308,AVpfRPIDilAPnD_xYg-k,Nike Air Max 90 Prem Running Men's Shoes Size,Nike,BlackVoltDark Grey,89.99,Men's,USD,2017-01-09
309,AVpfAfmT1cnluZ0-b2to,Maurice Oiled Leather Boot,Ralph Lauren,Syrup BrownHeather Grey,89.99,Men's,USD,2016-02-21
310,AVpfpZtRLJeJML43BHJ5,"Men's Asics, Gt 2000 4 Running Shoe",ASICS,White,89.95,Men's,USD,2017-01-15
311,AVpfPATiLJeJML435O6R,Caterpillar Men Second Shift Lace Up Work Boots,Caterpillar,Redwood,89.95,Men's,USD,2017-01-11
312,AVpfiVJRilAPnD_xdg1K,"Men's Sperry, Brewster Waterproof Boot",SPERRY,Dark Tan,89.95,Men's,USD,2017-01-16
313,AVpfetLG1cnluZ0-ldzI,Nike Jordan Bct Mid 3 Basketball Men's Shoes Size,Nike,BlackWhiteGym Red,89.57,Men's,USD,2017-01-11
314,AVpe6JVeilAPnD_xQnkT,Caterpillar Men Second Shift Lace Up Work Boots,Caterpillar,Redwood,88.95,Men's,USD,2017-01-11
315,AVpfXKP-ilAPnD_xaZll,"Golfstream Shoes E2077 Two Strap Sandal, Black Faux Croc, 8 Medium",Golfstream Shoes,Multicolor,88.9,Men's,USD,2017-01-11
316,AVpfxjwkLJeJML43DfdL,Nike Mens Luarestoa 2 Essential Running Shoes Black/grey,Nike,Black,88.19,Men's,USD,2017-01-11
317,AVpfOZwtLJeJML435CGF,Jordan Air Jordan Incline Bg Basketball Junior's Shoes Size,Jordan,Wolf GreyMetallic SilverBlack,87.99,Men's,USD,2017-01-24
318,AVpfVL-V1cnluZ0-ixMb,Kenneth Cole Ny Lite-n-up Men  Open Toe Leather  Flip Flop Sandal,Kenneth Cole NY,Black,87.99,Men's,USD,2016-11-05
319,AVpfQJqYilAPnD_xYKRK,Puma Mens King Indoor It Soccer Shoes - Black/white/gold - Size 10 ---new---,Puma,BlackWhiteGold,87.99,Men's,USD,2016-04-10
320,AVpfK0Lh1cnluZ0-fYOd,Vito Rossi Treviso-2   Round Toe Leather  Ankle Boot,Vito Rossi,Black,87.98,Men's,USD,2016-11-09
321,AVpfI3jWilAPnD_xVxXI,Puma Valorosso Mid Sf Webcage Men  Round Toe Synthetic Red Sneakers,PUMA,Red,87.98,Men's,USD,2016-11-11
322,AVpe9yifLJeJML43zYCL,Propet Mack - Men's Rejuve Boots - Gunsmoke/gold,Propet,Gold,87.95,Men's,USD,2017-01-25
323,AVpe6TcNLJeJML43yG5p,Fitflop Mens Flex Lace Up Fashion Sneaker Shoe,Fitflop,Everglades,87.75,Men's,USD,2016-11-05
